TID,CH,EN,Flags
TID_CLAN_BATTLE_DATE1,备战期,,
TID_CLAN_BATTLE_DATE2,战斗期,,
TID_CLAN_BATTLE_DATE3,战斗结束(休整期),,
TID_CLAN_BATTLE_TITLE_1,公会会战,,
TID_CLAN_BATTLE_TITLE_2,休整期\n00:00~20:00,,
TID_CLAN_BATTLE_TITLE_3,备战期\n20:00~次日12:00,,
TID_CLAN_BATTLE_TITLE_4,战斗期\n12:00~24:00,,
TID_CLAN_BATTLE_TITLE_5,战斗结果,,
TID_CLAN_BATTLE_MATCH_GRADE,%d VS %d,,
TID_CLAN_BATTLE_MATCH_ERROR,"人数不足,无法参与",,
TID_CLAN_BATTLE_MATCH_TITLE,公会会战：,,
TID_CLAN_BATTLE_BUTTON_1,变更,,
TID_CLAN_BATTLE_BUTTON_2,变更出战成员,,
TID_CLAN_BATTLE_BUTTON_3,保存,,
TID_CLAN_BATTLE_BUTTON_4,公会会战记录,,
TID_CLAN_BATTLE_BUTTON_5,出战,,
TID_CLAN_BATTLE_BUTTON_6,休息,,
TID_CLAN_BATTLE_BUTTON_7,会战结果,,
TID_CLAN_BATTLE_BUTTON_8,查看地图,,
TID_CLAN_BATTLE_BUTTON_9,查看,,
TID_CLAN_BATTLE_CHANGE_INFO,当前已选出战人员：%d/%d,,
TID_CLAN_BATTLE_INFO_1,确认将公会会战匹配档次由%d v s%d变更为%d vs %d吗？,,
TID_CLAN_BATTLE_INFO_2,个人态度已由%s变更为%s,,
TID_CLAN_BATTLE_INFO_3,出战成员超出需要，请调整,,
TID_CLAN_BATTLE_INFO_4,出战成员不足需要，请调整,,
TID_CLAN_BATTLE_INFO_5,保存成功,,
TID_CLAN_BATTLE_INFO_6,亲爱的玩家，由于贵公会出战人数不足或者匹配档次暂无对手等原因，无法参与此次公会会战，请继续备战下场会战。,,
TID_CLAN_BATTLE_INFO_7,亲爱的玩家，你所在的公会已匹配成功，现进入备战期。即【出战】成员之间可以相互捐兵、编辑会战城市以及查看玩家城市。,,
TID_CLAN_BATTLE_INFO_8,亲爱的玩家，公会会战已经进入战斗期。每个【出战】成员有2次进攻机会，获得至少1颗星，即有丰厚的资源奖励。,,
TID_CLAN_BATTLE_INFO_9,公会会战期内，公会必须留有至少一个人,,
TID_CLAN_BATTLE_INFO_10,亲爱的玩家，这是你参与本次公会会战获得的奖励，请查收。,,
TID_CLAN_BATTLE_INFO_11,最佳进攻：,,
TID_CLAN_BATTLE_INFO_12,敌方最佳进攻：,,
TID_CLAN_BATTLE_INFO_13,第1次进攻,,
TID_CLAN_BATTLE_INFO_14,第2次进攻,,
TID_CLAN_BATTLE_INFO_15,战斗胜利奖励,,
TID_CLAN_BATTLE_INFO_16,剩余进攻次数：%d,,
TID_CLAN_BATTLE_INFO_17,观战模式,,
TID_CLAN_BATTLE_INFO_18,敌营,,
TID_CLAN_BATTLE_INFO_19,我营,,
TID_CLAN_BATTLE_INFO_20,最佳进攻数,,
TID_CLAN_BATTLE_INFO_21,3星胜利,,
TID_CLAN_BATTLE_INFO_22,2星胜利,,
TID_CLAN_BATTLE_INFO_23,1星胜利,,
TID_CLAN_BATTLE_INFO_24,攻击统计数据,,
TID_CLAN_BATTLE_INFO_25,每次攻击新增星星数量,,
TID_CLAN_BATTLE_INFO_26,平均摧毁程度,,
TID_CLAN_BATTLE_INFO_27,攻击平均持续时间,,
TID_CLAN_BATTLE_INFO_28,经典战役,,
TID_CLAN_BATTLE_INFO_29,最英勇的进攻,,
TID_CLAN_BATTLE_INFO_30,最顽强的防御,,
TID_CLAN_BATTLE_INFO_31,离会战结束还有%d,,
TID_CLAN_BATTLE_INFO_32,确认变更个人参战态度吗？,,
TID_CLAN_BATTLE_INFO_33,自荐,,
TID_CLAN_BATTLE_INFO_34,观战,,
TID_CLAN_BATTLE_INFO_35,只有休整期才能进行该操作,,
TID_CLAN_BATTLE_INFO_36,只有备战期才能进行该操作,,
TID_CLAN_BATTLE_INFO_37,统计数据,,
TID_CLAN_BATTLE_INFO_38,战斗记录,,
TID_CLAN_BATTLE_INFO_39,会友兵站援军已满，不能再向该会友捐兵,,
TID_CLAN_BATTLE_INFO_40,分钟,,
TID_CLAN_BATTLE_INFO_41,平局,,
TID_CLAN_BATTLE_INFO_42,亲爱的玩家，由于贵公会所选参战档次公会数量不足，为保证能正常参与本次公会会战，特替您变更人数档次，祝愉快。,,
TID_CLAN_BATTLE_MAP_1,公会阵地编辑,,
TID_CLAN_BATTLE_MAP_2,阵地阵型一,,
TID_CLAN_BATTLE_MAP_3,阵地阵型二,,
TID_CLAN_BATTLE_MAP_4,阵地阵型三,,
TID_CLAN_BATTLE_MAP_5,公会阵地编辑模式,,
TID_TONGSHUAI_13,统率卸甲,,
TID_TONGSHUAI_14,英雄统率卸甲后，统率等级变为0，英雄不消失，\n英雄原有等级不变。统率卸甲将归还：,,
TID_TONGSHUAI_15,你确定要将此英雄的统率等级清零吗？,,
TID_TONGSHUAI_16,<C#FF0000返还的英雄在邮件中领取，\n请确保您的邮件有足够的空间#C>,,
TID_TONGSHUAI_17,放弃该英雄后会获得%d石油。（您的英雄有统率等级，请您先进行统率卸甲再遣散英雄，否则英雄的统率等级将不会返还）,,
TID_TONGSHUAI_18,本次统率卸甲将会返还%d个统率，您的系统邮件容量不足，继续执行将会导致部分[%s]无法接收到，请清理您的系统邮件后再执行,,
TID_ACTIVITY_205,VIP大礼包,,
TID_VIP_GIFT6,1级贵族礼包,,
TID_VIP_GIFT7,2级贵族礼包,,
TID_VIP_GIFT8,3级贵族礼包,,
TID_VIP_GIFT9,4级贵族礼包,,
TID_VIP_GIFT10,5级贵族礼包,,
TID_VIP_GIFT11,6级贵族礼包,,
TID_VIP_GIFT12,7级贵族礼包,,
TID_VIP_GIFT13,8级贵族礼包,,
TID_VIP_GIFT14,9级贵族礼包,,
TID_ASSISTANT_1,前锋,,
TID_ASSISTANT_2,中军,,
TID_ASSISTANT_3,后营,,
TID_ASSISTANT_4,对英雄及侍卫伤害加成,,
TID_ASSISTANT_5,生命值提升,,
TID_ASSISTANT_6,英雄秒伤提升,,
TID_ASSISTANT_7,提升副将【等级】、【统率等级】即可提升加成等级。,,
TID_ASSISTANT_8,升级战争高台即可进驻副将，给出战英雄提供给力属性。,,
TID_ASSISTANT_9,升级神器即可进驻副将，给进驻英雄提供给力属性。,,
TID_ASSISTANT_10,<C#FFFF00出战副将#C>,,
TID_ASSISTANT_11,点击进驻,,
TID_ASSISTANT_12,神器,,
TID_ASSISTANT_13,前锋%d级,,
TID_ASSISTANT_14,中军%d级,,
TID_ASSISTANT_15,后营%d级,,
TID_ASSISTANT_16,升级神器,,
TID_ASSISTANT_17,神器升级过程中，无法进驻英雄,,
TID_ASSISTANT_18,进驻副将已达上限,,
TID_ACTIVITY_206,七夕超福利,,
TID_ACTIVITY_207,七夕来相会,,
TID_ACTIVITY_208,征战红颜,,
TID_ACTIVITY_209,巾帼英雄,,
TID_ACTIVITY_210,七夕有约,,
TID_BARRIER_ACTIVITY_1,中国结,,
TID_BARRIER_ACTIVITY_2,月饼,,
TID_BARRIER_ACTIVITY_3,五星红旗,,
TID_BARRIER_ACTIVITY_4,大月饼,,
TID_BARRIER_ACTIVITY_5,大月饼,,
TID_BARRIER_ACTIVITY_6,月饼,,
TID_KANGZHAN_1,抗战礼包,,
TID_KANGZHAN_2,抗战豪华礼包,,
TID_KANGZHAN_3,抗战至尊礼包,,
TID_ACTIVITY_211,王者降临,,
TID_ACTIVITY_212,宝箱送福利,,
TID_ACTIVITY_213,全民提速,,
TID_ACTIVITY_214,超级箭塔,,
TID_ACTIVITY_215,超级术士楼,,
TID_ACTIVITY_216,最强防御,,
TID_ACTIVITY_217,逐鹿天下,,
TID_ACTIVITY_218,凯撒神弓,,
TID_ACTIVITY_219,通过国庆特别活动“全民战神”获得,,
TID_ACTIVITY_220,全民战神,,
TID_ACTIVITY_221,全民招募,,
TID_ACTIVITY_222,登录送宝石,,
TID_ACTIVITY_223,全民赢宝箱,,
TID_ACTIVITY_224,全民围城,,
TID_ACTIVITY_225,过节啦,,
TID_ACTIVITY_226,战功送送送,,
TID_ACTIVITY_227,限时黄金礼包,,
TID_ACTIVITY_228,通过玩家对战\n摧毁5个城镇中心,,
TID_ACTIVITY_229,参加5次战役模式,,
TID_ACTIVITY_230,战争总动员,,
TID_ACTIVITY_231,竞技场之逐,,
TID_ACTIVITY_232,战役模式,,
TID_Zhugeliang,诸葛亮,,
TID_Zhugeliang_INFO,刘备的军师，为刘备制定了天下三分的战略，在战场上运用各种奇计协助刘备，更在后来成为蜀国的丞相。,,
TID_Fengwudiaochan,闭月之颜,,
TID_Fengwudiaochan_INFO,红牙摧拍燕飞忙，一片行云到画堂。眉黛促成游子恨，脸容初断故人肠。榆钱不买千金笑，柳带何须百宝妆。舞罢隔帘偷目送，不知谁是楚襄王。,,
TID_SKILL_6013,东风破,,
TID_SKILL_6014,沐浴春风,,
TID_SKILL_6015,凤舞九天,,
TID_SKILL_7027,万象真身,,
TID_SKILL_7028,嗜血,,
TID_SKILL_7029,颠倒众生,,
TID_INFO_SKILL_6013,【东风破一级】对范围内所有目标造成80%伤害，同时昏迷1秒，冷却时间45秒。下级在5级习得。,,
TID_INFO_SKILL_60132,【东风破二级】对范围内所有目标造成83%伤害，同时昏迷1.3秒，冷却时间45秒。下级在10级习得。,,
TID_INFO_SKILL_60133,【东风破三级】对范围内所有目标造成86%伤害，同时昏迷1.6秒，冷却时间45秒。下级在15级习得。,,
TID_INFO_SKILL_60134,【东风破四级】对范围内所有目标造成89%伤害，同时昏迷1.9秒，冷却时间45秒。下级在20级习得。,,
TID_INFO_SKILL_60135,【东风破五级】对范围内所有目标造成92%伤害，同时昏迷2.2秒，冷却时间45秒。,,
TID_INFO_SKILL_6014,【沐浴春风一级】对范围内所有友方目标恢复220点生命，冷却时间30秒。下级在5级习得。,,
TID_INFO_SKILL_60142,【沐浴春风二级】对范围内所有友方目标恢复265点生命，冷却时间30秒。下级在10级习得。,,
TID_INFO_SKILL_60143,【沐浴春风三级】对范围内所有友方目标恢复347点生命，冷却时间30秒。下级在15级习得。,,
TID_INFO_SKILL_60144,【沐浴春风四级】对范围内所有友方目标恢复445点生命，冷却时间30秒。下级在20级习得。,,
TID_INFO_SKILL_60145,【沐浴春风五级】对范围内所有友方目标恢复560点生命，冷却时间30秒。,,
TID_INFO_SKILL_6015,【凤舞九天一级】提升范围内所有友方单位伤害20%，持续15秒，冷却时间45秒。下级在5级习得。,,
TID_INFO_SKILL_60152,【凤舞九天二级】提升范围内所有友方单位伤害25%，持续15秒，冷却时间45秒。下级在10级习得。,,
TID_INFO_SKILL_60153,【凤舞九天三级】提升范围内所有友方单位伤害30%，持续15秒，冷却时间45秒。下级在15级习得。,,
TID_INFO_SKILL_60154,【凤舞九天四级】提升范围内所有友方单位伤害35%，持续15秒，冷却时间45秒。下级在20级习得。,,
TID_INFO_SKILL_60155,【凤舞九天五级】提升范围内所有友方单位伤害40%，持续15秒，冷却时间45秒。,,
TID_INFO_SKILL_7027,【万象真身一级】需手动释放，召唤1个万象真身出来参战，万象真身拥有东风破技能，冷却时间120秒。下级在20级习得。,,
TID_INFO_SKILL_70272,【万象真身二级】需手动释放，召唤2个万象真身出来参战，万象真身拥有东风破技能，冷却时间120秒。下级在30级习得。,,
TID_INFO_SKILL_70273,【万象真身三级】需手动释放，召唤3个万象真身出来参战，万象真身拥有东风破技能，冷却时间120秒。,,
TID_INFO_SKILL_7028,【嗜血一级】需手动释放，给范围内所有友方单位增加嗜血效果，15秒内每次攻击都会按照伤害的6%恢复生命，冷却时间60秒。下级在15级习得。,,
TID_INFO_SKILL_70282,【嗜血二级】需手动释放，给范围内所有友方单位增加嗜血效果，15秒内每次攻击都会按照伤害的7%恢复生命，冷却时间60秒。下级在20级习得。,,
TID_INFO_SKILL_70283,【嗜血三级】需手动释放，给范围内所有友方单位增加嗜血效果，15秒内每次攻击都会按照伤害的8%恢复生命，冷却时间60秒。下级在25级习得。,,
TID_INFO_SKILL_70284,【嗜血四级】需手动释放，给范围内所有友方单位增加嗜血效果，15秒内每次攻击都会按照伤害的9%恢复生命，冷却时间60秒。下级在30级习得。,,
TID_INFO_SKILL_70285,【嗜血五级】需手动释放，给范围内所有友方单位增加嗜血效果，15秒内每次攻击都会按照伤害的10%恢复生命，冷却时间60秒。,,
TID_INFO_SKILL_7029,【颠倒众生一级】需手动释放，造成范围内所有目标60%伤害，同时晕迷1.5秒，冷却时间60秒。下级在15级习得。,,
TID_INFO_SKILL_70292,【颠倒众生二级】需手动释放，造成范围内所有目标65%伤害，同时晕迷2秒，冷却时间60秒。下级在20级习得。,,
TID_INFO_SKILL_70293,【颠倒众生三级】需手动释放，造成范围内所有目标70%伤害，同时晕迷2.4秒，冷却时间60秒。下级在25级习得。,,
TID_INFO_SKILL_70294,【颠倒众生四级】需手动释放，造成范围内所有目标75%伤害，同时晕迷2.7秒，冷却时间60秒。下级在30级习得。,,
TID_INFO_SKILL_70295,【颠倒众生五级】需手动释放，造成范围内所有目标80%伤害，同时晕迷3秒，冷却时间60秒。,,
TID_Zhugeliangfenshen,万象真身,,
TID_ACTIVITY_233,圣诞盛典,,
TID_ACTIVITY_234,圣诞礼盒,,
TID_ACTIVITY_235,圣诞宝箱,,
TID_ACTIVITY_236,元旦宝箱,,
TID_ACTIVITY_237,凯撒再生,,
TID_ACTIVITY_238,新年返利,,
TID_ACTIVITY_239,圣诞战神周,,
TID_ACTIVITY_240,通过特别活动“凯撒再生”获得,,
TID_ACTIVITY_241,圣诞雪人,,
TID_ACTIVITY_242,圣诞礼盒,,
TID_ACTIVITY_243,圣诞树,,
TID_ACTIVITY_244,圣诞礼盒,,
TID_ACTIVITY_245,圣诞糖果,,
TID_ACTIVITY_246,圣诞糖果,,
TID_ACTIVITY_247,新春签到,,
TID_ACTIVITY_248,新春登陆,,
TID_ACTIVITY_249,新春贵族,,
TID_ACTIVITY_250,战神石油周,,
TID_GENERALS_GETWAY_LOGIN,用过“新春签到”活动获得,,
TID_ACTIVITY_251,恭贺新春,,
TID_ACTIVITY_252,新春贺礼,,
TID_ACTIVITY_253,新春炮竹,,
TID_ACTIVITY_254,恭贺新春,,
TID_ACTIVITY_255,新春贺礼,,
TID_ACTIVITY_256,新春炮竹,,
TID_ACTIVITY_257,春节大回馈,,
TID_ACTIVITY_258,新春送礼,,
TID_ACTIVITY_259,新春返利,,
TID_ACTIVITY_260,超级返利,,
TID_PAY_ERROR_1,你取消了QQ授权,,
TID_PAY_ERROR_2,未安装手Q,,
TID_ACTIVITY_261,女王来临,,
TID_ACTIVITY_262,铁汉柔情,,
TID_ACTIVITY_263,战火纷争,,
TID_ACTIVITY_264,新手大礼包,,
TID_ACTIVITY_265,春季庆典,,
TID_ACTIVITY_266,战神归来,,
TID_ACTIVITY_267,美女与野兽,,
TID_ACTIVITY_268,霸王归来,,
TID_ACTIVITY_269,初夏大回馈,,
TID_ACTIVITY_270,初夏送礼,,
TID_ACTIVITY_271,初夏返利,,
TID_ACTIVITY_272,最强部队,,
TID_ACTIVITY_273,七天活动,,
TID_ACTIVITY_274,十四天活动,,
TID_ACTIVITY_275,前七天,,
TID_ACTIVITY_276,后七天,,
TID_ACTIVITY_Day_1,第一天,,
TID_ACTIVITY_Day_2,第二天,,
TID_ACTIVITY_Day_3,第三天,,
TID_ACTIVITY_Day_4,第四天,,
TID_ACTIVITY_Day_5,第五天,,
TID_ACTIVITY_Day_6,第六天,,
TID_ACTIVITY_Day_7,第七天,,
TID_ACTIVITY_Day_8,第八天,,
TID_ACTIVITY_Day_9,第九天,,
TID_ACTIVITY_Day_10,第十天,,
TID_ACTIVITY_Day_11,第十一天,,
TID_ACTIVITY_Day_12,第十二天,,
TID_ACTIVITY_Day_13,第十三天,,
TID_ACTIVITY_Day_14,第十四天,,
TID_ACTIVITY_277,活动结束时间：%d月%d日,,
TID_ACTIVITY_278,您已成功领取活动奖励,,
TID_ACTIVITY_279,终极豪礼,,
TID_ACTIVITY_280,完成的任务越多，获得的奖励越多噢~,,
TID_ForestBarries,森林,,
TID_Animal_Rabbit_Name,兔,,
TID_Animal_Deer_Name,鹿,,
TID_Animal_Boar_Name,野猪,,
TID_Animal_Fox_Name,狐狸,,
TID_Animal_Bear_Name,熊,,
TID_Animal_Deernew_Name,小鹿,,
TID_Animal_Rabbit_INFO,兔肉非常的美味！但可惜，它太小了。,,
TID_Animal_Deer_INFO,鹿可以为你提供大量的食物。,,
TID_Animal_Bear_INFO,熊是森林中最危险的野兽，但同时也能获得非常珍贵的熊皮和熊胆。用这些能够在市场上换取非常宝贵的宝石。,,
TID_Animal_Fox_INFO,狐狸非常狡猾，小心！,,
TID_Animal_Boar_INFO,美味的野猪肉，人人都爱！,,
TID_Animal_Deernew_INFO,鹿可以为你提供大量的食物。,,
TID_Animal_1,狩猎,,
TID_Animal_2,完毕,,
TID_LEVEL_1,等级1,,
TID_LEVEL_2,等级2,,
TID_LEVEL_3,等级3,,
TID_LEVEL_4,等级4,,
TID_LEVEL_5,等级5,,
TID_LEVEL_6,等级6,,
TID_LEVEL_7,等级7,,
TID_LEVEL_8,等级8,,
TID_LEVEL_9,等级9,,
TID_LEVEL_10,等级10,,
TID_LEVEL_11,等级11,,
TID_LEVEL_12,等级12,,
TID_LEVEL_13,等级13,,
TID_TOWNHALL_AGE_1,远古时代一,,
TID_TOWNHALL_AGE_2,远古时代二,,
TID_TOWNHALL_AGE_3,远古时代三,,
TID_TOWNHALL_AGE_4,石器时代四,,
TID_TOWNHALL_AGE_5,青铜时代五,,
TID_TOWNHALL_AGE_6,铁器时代六,,
TID_TOWNHALL_AGE_7,古典时代七,,
TID_TOWNHALL_AGE_8,中世纪时代八,,
TID_TOWNHALL_AGE_9,火药时代九,,
TID_TOWNHALL_AGE_10,工业时代十,,
TID_MISSON_Chapter_1,新月沃土,,
TID_MISSON_Chapter_2,尼罗河统治时代,,
TID_MISSON_Chapter_3,伯罗奔尼撒战争,,
TID_MISSON_Chapter_4,三个王朝,,
TID_MISSON_Chapter_5,海盗占领地,,
TID_MISSON_Chapter_6,铁骑东征,,
TID_MISSON_Chapter_7,中欧,,
TID_MISSON_Chapter_8,英国,,
TID_MISSON_Chapter_9,西非,,
TID_MISSON_Chapter_10,东亚,,
TID_MISSON_Chapter_11,美洲,,
TID_MISSON_Chapter_12,大洋洲,,
TID_MISSON_Chapter_13,东南亚,,
TID_MISSON_Chapter_14,埃及,,
TID_MISSON_Chapter_15,中欧,,
TID_MISSON_Chapter_16,英国,,
TID_MISSON_Chapter_17,大洋洲,,
TID_MISSON_Chapter_18,东南亚,,
TID_MISSON_Chapter_19,埃及,,
TID_MISSON_Chapter_20,中欧,,
TID_MISSON_Chapter_1_info,新月沃土是人类文明最早的发源地之一，早在11000年前就已经有人类居住在这片肥沃的土地上。这里曾经孕育过两个最伟大的古代王国：亚述王国以及巴比伦帝国。,,
TID_MISSON_Chapter_2_info,尼罗河流域是世界文明发祥地之一，这里是古埃及文明的发源地。古埃及文明的发展长达5000多年，一共诞生了二十一个王朝。“金字塔”是这个文明最伟大的象征。,,
TID_MISSON_Chapter_3_info,伯罗奔尼撒战争是以雅典为首的提洛同盟与以斯巴达为首的伯罗奔尼撒联盟之间的一场战争。几乎所有希腊的城邦参加了这场战争，其战场几乎涉及了整个当时希腊语世界。,,
TID_MISSON_Chapter_4_info,在东方，曾经有过这么一个战火纷飞的时期。在诸多诸侯纷争的神州大陆上，三个王朝朝着三个不同的方向迅速崛起，吞并了其他诸侯，形成了三足鼎立的局面。,,
TID_MISSON_Chapter_5_info,在15世纪，欧洲进入殖民扩张时代，航海业迅速发展。在领土扩张的同时，也进入了最鼎盛的海盗时代。在各片海域上，横行着各种各样的海盗。,,
TID_MISSON_Chapter_6_info,曾经有过这么一个国家，它的铁骑一路向西，从亚洲大陆一直横跨到欧洲大陆。所过之处无人能敌，无数的国家臣服在铁骑之下。,,
TID_MADE_HEROS_1,英雄背包,,
TID_MADE_HEROS_2,英雄合成,,
TID_MADE_HEROS_3,英雄重生,,
TID_MADE_HEROS_4,等级：%d/%d,,
TID_MADE_HEROS_5,等级：%d/%d,,
TID_MADE_HEROS_6,侍卫数量：%d,,
TID_MADE_HEROS_7,（%d圣水）,,
TID_MADE_HEROS_8,技能升级,,
TID_MADE_HEROS_9,提升统率,,
TID_MADE_HEROS_10,更换侍卫,,
TID_MADE_HEROS_11,当前进度：,,
TID_MADE_HEROS_12,小提示:点击放入材料卡片，提升英雄技能,,
TID_MADE_HEROS_13,（%d粮草）,,
TID_MADE_HEROS_14,是否消耗%d星%d级%s进行技能提升？,,
TID_MADE_HEROS_15,强化成功,,
TID_MADE_HEROS_16,强化失败,,
TID_MADE_HEROS_17,基础成功几率+%d%%,,
TID_MADE_HEROS_18,1、满级满技能同星级英雄可以参与合成\n2、合成必定获得一个高一星的英雄。,,
TID_MADE_HEROS_19,（%d黄金）,,
TID_MADE_HEROS_20,恭喜,,
TID_MADE_HEROS_21,您获得了传说中的“%s”,,
TID_MADE_HEROS_22,恭喜“%s”通过合成获得了%d星英雄“%s”,,
TID_MADE_HEROS_23,1、升级过统率的英雄须先统率卸甲后进行重生。\n2、重生会获得一个同星级的英雄。,,
TID_MADE_HEROS_24,（%d宝石）,,
TID_MADE_HEROS_25,恭喜“%s”通过重生获得了%d星英雄“%s”,,
TID_MADE_HEROS_26,天命,,
TID_MADE_HEROS_27,%d星英雄开启统率及侍卫,,
TID_MADE_HEROS_28,请先进行统率卸甲后再进行重生！,,
TID_MADE_HEROS_29,技能已达到等级上限,,
TID_MADE_HEROS_30,请先进行统率卸甲,,
TID_MADE_HEROS_31,统率提升至%d级,,
TID_MADE_HEROS_32,技能提升至%d级,,
TID_MADE_HEROS_33,英雄等级或者技能等级不足,,
TID_Miracle,奇迹,,
TID_Miracle_INFO,奇迹中的奇迹,,
TID_Miracle_1,巨石阵,,
TID_Miracle_INFO_10,每次采集金币获得的产量增加，且随等级提升而增加。(*注:奇迹的等级是随着城镇中心等级变化),,
TID_Miracle_INFO_11,每次采集金币获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_12,每次采集金币获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_13,每次采集金币获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_14,每次采集金币获得的产量增加，且随等级提升而增加。,,
TID_Miracle_2,空中花园,,
TID_Miracle_INFO_20,每次采集粮食获得的产量增加，且随等级提升而增加。(*注:奇迹的等级是随着城镇中心等级变化),,
TID_Miracle_INFO_21,每次采集粮食获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_22,每次采集粮食获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_23,每次采集粮食获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_24,每次采集粮食获得的产量增加，且随等级提升而增加。,,
TID_Miracle_3,圣索菲亚大教堂,,
TID_Miracle_INFO_30,每次采集石油获得的产量增加，且随等级提升而增加。,,
TID_Miracle_INFO_31,每次采集石油获得的产量增加，且随等级提升而增加。,,
TID_Miracle_4,泰姬陵,,
TID_Miracle_INFO_40,战斗中被掠夺的资源将按比例返还。,,
TID_Miracle_INFO_41,战斗中被掠夺的资源将按比例返还。,,
TID_Miracle_INFO_42,战斗中被掠夺的资源将按比例返还。,,
TID_Miracle_5,兵马俑,,
TID_Miracle_INFO_50,每天可在兵马俑免费领取一次中国戟兵。戟兵的数量与能力随奇迹等级提升。,,
TID_Miracle_INFO_51,每天可在兵马俑免费领取一次中国戟兵。戟兵的数量与能力随奇迹等级提升。,,
TID_Miracle_INFO_52,每天可在兵马俑免费领取一次中国戟兵。戟兵的数量与能力随奇迹等级提升。,,
TID_Miracle_INFO_53,每天可在兵马俑免费领取一次中国戟兵。戟兵的数量与能力随奇迹等级提升。,,
TID_Miracle_INFO_54,每天可在兵马俑免费领取一次中国戟兵。戟兵的数量与能力随奇迹等级提升。,,
TID_Miracle_6,金字塔,,
TID_Miracle_INFO_60,军械库与城防研究所中研究所需消耗降低。,,
TID_Miracle_INFO_61,军械库与城防研究所中研究所需消耗降低。,,
TID_Miracle_INFO_62,军械库与城防研究所中研究所需消耗降低。,,
TID_Miracle_INFO_63,军械库与城防研究所中研究所需消耗降低。,,
TID_Miracle_INFO_64,军械库与城防研究所中研究所需消耗降低。,,
TID_Miracle_7,万神殿,,
TID_Miracle_INFO_70,防御时周围目标受到减速效果影响，同时可造成1个目标晕迷2秒。(*注:奇迹的等级是随着城镇中心等级变化),,
TID_Miracle_INFO_71,防御时周围目标受到减速效果影响，同时可造成1个目标晕迷2秒。,,
TID_Miracle_INFO_72,防御时周围目标受到减速效果影响，同时可造成1个目标晕迷3秒。,,
TID_Miracle_INFO_73,防御时周围目标受到减速效果影响，同时可造成1个目标晕迷3秒。,,
TID_Miracle_INFO_74,防御时周围目标受到减速效果影响，同时可造成1个目标晕迷4秒。,,
TID_Miracle_8,斗兽场,,
TID_Miracle_INFO_80,每天可在斗兽场免费领取一次嗜血祝福，嗜血祝福可使所有部队攻击力提高20%，生命增加10点。（嗜血祝福使用方法：战斗时，点击屏幕右侧嗜血图标进行释放。）,,
TID_Miracle_INFO_81,每天可在斗兽场免费领取一次嗜血祝福，嗜血祝福可使所有部队攻击力提高20%，生命增加10点。（嗜血祝福使用方法：战斗时，点击屏幕右侧嗜血图标进行释放。）,,
TID_Miracle_INFO_82,每天可在斗兽场免费领取一次嗜血祝福，嗜血祝福可使所有部队攻击力提高25%，生命增加20点。（嗜血祝福使用方法：战斗时，点击屏幕右侧嗜血图标进行释放。）,,
TID_Miracle_INFO_83,每天可在斗兽场免费领取一次嗜血祝福，嗜血祝福可使所有部队攻击力提高25%，生命增加20点。（嗜血祝福使用方法：战斗时，点击屏幕右侧嗜血图标进行释放。）,,
TID_Miracle_INFO_84,每天可在斗兽场免费领取一次嗜血祝福，嗜血祝福可使所有部队攻击力提高25%，生命增加20点。（嗜血祝福使用方法：战斗时，点击屏幕右侧嗜血图标进行释放。）,,
TID_Miracle_9,紫禁城,,
TID_Miracle_INFO_90,第二个城镇中心，阻扰敌方的胜利！,,
TID_Miracle_10,凡尔赛宫,,
TID_Miracle_INFO_100,拥有凡尔赛宫时，可提升兵种人口上限。,,
TID_Miracle_INFO_101,拥有凡尔赛宫时，可提升兵种人口上限。,,
TID_Miracle_11,埃菲尔铁塔,,
TID_Miracle_INFO_110,作为防御建筑，在攻击目标的同时会降低其受到的治疗效果影响30%。,,
TID_Miracle_12,哈拉和林大营帐,,
TID_Miracle_INFO_120,每天可在哈拉和林大营帐免费领取一次超级工程器械。,,
TID_Miracle_13,雅典卫城,,
TID_Miracle_INFO_130,一个新的罗马守备队将参与防守,,
TID_Miracle_14,吴哥窟,,
TID_Miracle_INFO_140,防御时治疗周围的卫兵。每2秒恢复一次生命。,,
TID_Miracle_INFO_141,防御时治疗周围的卫兵。每2秒恢复一次生命。,,
TID_Miracle_INFO_142,防御时治疗周围的卫兵。每2秒恢复一次生命。,,
TID_Miracle_15,雅典娜神像,,
TID_Miracle_INFO_150,提升所有士兵的生命上限。,,
TID_Miracle_INFO_151,提升所有士兵的生命上限。,,
TID_Miracle_INFO_152,提升所有士兵的生命上限。,,
TID_Miracle_16,蒂卡尔神庙,,
TID_Miracle_INFO_160,提升所有守备队卫兵生命上限。,,
TID_Miracle_INFO_161,提升所有守备队卫兵生命上限。,,
TID_Miracle_INFO_162,提升所有守备队卫兵生命上限。,,
TID_Miracle_INFO_163,提升所有守备队卫兵生命上限。,,
TID_Miracle_INFO_164,提升所有守备队卫兵生命上限。,,
TID_Miracle_17,阿努比斯死神像,,
